model_id,repository,revision,data_sources,excluded_source_audit,evidence_paths,evidence_sha256,license_id,license_uri,license_scope,source_origin,attribution,projection_semantics,conflict_semantics,lowercase,policy_version,source_rows,accepted_rows,rejected_rows,rejection_counts,source_audit,cross_source_conflict_assignments,cross_source_conflicting_surfaces,intrinsic_ambiguous_surfaces,output_groups,output_forms,output_sha256
as-in-default,https://github.com/unimorph/asm,2763a62176e3cf4ce29a6b555624cc13a5df389d,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""asm"",""schema"":""lemma-form-features"",""sha256"":""043bc127d1ea3d370872c602a06b0710df8dfc1d455bcbd2bde07f9dd257d164""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:6fa6fca5b40a6478d7958ac3de75c2741cd15493dba11b9ed74c9d5a775d15cd,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: asm,English Wiktionary,UniMorph; Khuyagbaatar Batsuren <br />; Aryaman Arora,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,94147,76937,17210,form-unicode-whitespace=11535;form-unsupported-character=162;lemma-unicode-whitespace=5513,"[{""accepted_rows"":76937,""added_changed_pairs"":68214,""added_distinct_surfaces"":67733,""added_groups"":1466,""added_output_forms"":69680,""added_source_pairs"":69670,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":1813,""key"":""primary"",""path"":""asm"",""rejected_rows"":17210,""rejection_counts"":{""form-unicode-whitespace"":11535,""form-unsupported-character"":162,""lemma-unicode-whitespace"":5513},""source_rows"":94147}]",0,0,1813,1466,69680,07a07c7834b55fe980ed5be459aa9d724f54ba4f2449e714aff6b6bce960cba3
ast-default,https://github.com/unimorph/ast,04c0e3bfb91704dcd1614ae0b81faec803921c6d,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""ast"",""schema"":""lemma-form-features"",""sha256"":""d99feb0e85492b6c5d711892dc1ca890d4bdcb8cb581cc7bedbcaac1de170311""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:39512090cd40f54b55efe741b99760fd7f559e87908147c46cc38cb16f46cab8,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: ast,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,30235,29785,450,blank-row=438;form-unicode-whitespace=12,"[{""accepted_rows"":29785,""added_changed_pairs"":21394,""added_distinct_surfaces"":21589,""added_groups"":436,""added_output_forms"":21830,""added_source_pairs"":21830,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":240,""key"":""primary"",""path"":""ast"",""rejected_rows"":450,""rejection_counts"":{""blank-row"":438,""form-unicode-whitespace"":12},""source_rows"":30235}]",0,0,240,436,21830,ace7643781385ebd1c162eb88c4f2b3321048b2e5d4e733627a7eeba42a76bb2
aym-default,https://github.com/unimorph/aym,ccd338ca3465c1bce58ebb4e379d1db36d883af4,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""aym"",""schema"":""lemma-form-features"",""sha256"":""206848391fe3ddb17ba350e6a10e44534314e29a08097ceeef60889b89ab5b2d""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:e8fa77508eaaea98192ee2c6360baa9c4569e1066b4e1168b522618e9dbc073d,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: aym,"Coler, M. (2014). A grammar of Muylaq' Aymara: Aymara as spoken in Southern Peru. Brill.","UniMorph; Matt Coler, Eleanor Chodroff",Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,336342,324294,12048,lemma-unicode-whitespace=12048,"[{""accepted_rows"":324294,""added_changed_pairs"":306868,""added_distinct_surfaces"":308884,""added_groups"":3319,""added_output_forms"":310187,""added_source_pairs"":308967,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":1213,""key"":""primary"",""path"":""aym"",""rejected_rows"":12048,""rejection_counts"":{""lemma-unicode-whitespace"":12048},""source_rows"":336342}]",0,0,1213,3319,310187,a6f0af3899e1b7b84080d727a87672822719a6e5a151aed411fda07b7bfbd353
az-az-default,https://github.com/unimorph/aze,fd9fa8f004be414c1a837bf0845697cc94f553a1,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""aze"",""schema"":""lemma-form-features"",""sha256"":""1736642125985f6da4a7491dc708b45cfb6f7c4ef93575dc6025bd2b873d14bc""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:826f7bf0b44a12965a9e130fc2abab46e91f177bd2dfe5faf0569a97a6b7247e,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: aze,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,8004,8004,0,,"[{""accepted_rows"":8004,""added_changed_pairs"":6331,""added_distinct_surfaces"":6669,""added_groups"":340,""added_output_forms"":6671,""added_source_pairs"":6661,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":2,""key"":""primary"",""path"":""aze"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":8004}]",0,0,2,340,6671,4d61808b68c94830b228d712b769216171c0a2c4f47be7026f9c6a61e68c595a
azg-default,https://github.com/unimorph/azg,9bfbc5daa9aa2cee06367e3293c1068f5ae582d5,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""azg"",""schema"":""lemma-form-features"",""sha256"":""a24f810f9e446a4e1eddadcf4974ea161160d2874ab1aa66d3af5156f47c228e""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:dd03b5496b92bfca5b9572ef7eb7dd4831c8e25a45496497eaf4023ffa396164,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: azg,[Surrey Morphology Group](https://oto-manguean.surrey.ac.uk/Search/AZG),UniMorph; Antonis Anastasopoulos,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,12204,9502,2702,form-unsupported-character=2;lemma-unicode-whitespace=2700,"[{""accepted_rows"":9502,""added_changed_pairs"":9183,""added_distinct_surfaces"":9371,""added_groups"":258,""added_output_forms"":9441,""added_source_pairs"":9336,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":68,""key"":""primary"",""path"":""azg"",""rejected_rows"":2702,""rejection_counts"":{""form-unsupported-character"":2,""lemma-unicode-whitespace"":2700},""source_rows"":12204}]",0,0,68,258,9441,67312c026040f0d7a2eef4448bbb23e462598893ead820db1cfc6c59530f48da
bak-default,https://github.com/unimorph/bak,39e1618c37e900a30ed1e06e95baffb98f382878,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""bak"",""schema"":""lemma-form-features"",""sha256"":""6704a3959a555e7628b41fbdb88329bca69341be628d47a6bc501f8199956e6d""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:0fc4802132cdd1b14067b4977095f95949041c2ac667377eb1c87ad6b8be9e38,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: bak,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,13294,11970,1324,blank-row=1126;lemma-unicode-whitespace=198,"[{""accepted_rows"":11970,""added_changed_pairs"":9683,""added_distinct_surfaces"":10723,""added_groups"":1059,""added_output_forms"":10742,""added_source_pairs"":10742,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":19,""key"":""primary"",""path"":""bak"",""rejected_rows"":1324,""rejection_counts"":{""blank-row"":1126,""lemma-unicode-whitespace"":198},""source_rows"":13294}]",0,0,19,1059,10742,ecc3eafd8f269822efc6aab62f8621de561febc14a85f78b56d393e2e40b577f
be-by-default,https://github.com/unimorph/bel,cba29019d3ba581c26d4152ead81c27ff16a6550,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""bel"",""schema"":""lemma-form-features"",""sha256"":""07073665ab13b448624933b8643998cf40b89529d6b32317adeadb161dc960ee""},{""exceptions"":""none"",""key"":""auxiliary-01"",""local_name"":""data-01"",""path"":""bel.args"",""schema"":""lemma-form-features"",""sha256"":""8be3aecfec1266cc022e2759a0ba533506bf6f0b0e6d83b8912761af8121119e""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:00218f9d799789b1fdbaf0c7e7324a20d6bccb0a7be6156e83979871b5c61538,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,"Selected repository data files at pinned revision: bel, bel.args",Wikipedia,UniMorph,bel.args is the provided three-column UM4 argument projection; no generic deaccenting or synthesized transform is applied.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,33256,30088,3168,blank-row=1030;form-unicode-whitespace=2040;form-unsupported-character=2;lemma-unicode-whitespace=96,"[{""accepted_rows"":15044,""added_changed_pairs"":9943,""added_distinct_surfaces"":10894,""added_groups"":1020,""added_output_forms"":10963,""added_source_pairs"":10034,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":69,""key"":""primary"",""path"":""bel"",""rejected_rows"":2099,""rejection_counts"":{""blank-row"":1030,""form-unicode-whitespace"":1020,""form-unsupported-character"":1,""lemma-unicode-whitespace"":48},""source_rows"":17143},{""accepted_rows"":15044,""added_changed_pairs"":8712,""added_distinct_surfaces"":8633,""added_groups"":0,""added_output_forms"":8712,""added_source_pairs"":9383,""cross_source_conflict_assignments"":9,""cross_source_conflicting_surfaces"":9,""intrinsic_ambiguous_surfaces"":74,""key"":""auxiliary-01"",""path"":""bel.args"",""rejected_rows"":1069,""rejection_counts"":{""form-unicode-whitespace"":1020,""form-unsupported-character"":1,""lemma-unicode-whitespace"":48},""source_rows"":16113}]",9,9,147,1020,19675,52b674acaf9e28461b0e638f562e98aee84461ee7acf6c0693d8a36e79f38548
bg-bg-default,https://github.com/unimorph/bul,b60b78dbf1d65867419a260e91ca213dc355c2f3,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""bul"",""schema"":""lemma-form-features"",""sha256"":""bccdd8b4e279e1aa75c8c4667711270289fe15cf6b3c7ecde244a04eca126727""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:a24d66646134b973d39acfe579bb9ddd21dc55f9f2041f8240057e3337885607,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: bul,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,55731,54325,1406,blank-row=1;lemma-unicode-whitespace=1405,"[{""accepted_rows"":54325,""added_changed_pairs"":43516,""added_distinct_surfaces"":45806,""added_groups"":2413,""added_output_forms"":45929,""added_source_pairs"":45929,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":122,""key"":""primary"",""path"":""bul"",""rejected_rows"":1406,""rejection_counts"":{""blank-row"":1,""lemma-unicode-whitespace"":1405},""source_rows"":55731}]",0,0,122,2413,45929,dd6b424edc9d8a54626d3ee9408feda774a8a13215840074c912752ee37620d2
bn-bd-default,https://github.com/unimorph/ben,55a44fa60e9b7a3a5ff7acbed66b07571ceefa79,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""ben"",""schema"":""lemma-form-features"",""sha256"":""b0f1e2d005bce183dfcc2a570de1ce3d4d9a17feafa6c222b3f72b3e6ff894b2""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:19cdb1d4f8f529d836be13362904151638361e1ce4285fd699b12083a6cc93ab,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: ben,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,4581,3293,1288,blank-row=138;lemma-unicode-whitespace=1150,"[{""accepted_rows"":3293,""added_changed_pairs"":2744,""added_distinct_surfaces"":2847,""added_groups"":111,""added_output_forms"":2855,""added_source_pairs"":2855,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":5,""key"":""primary"",""path"":""ben"",""rejected_rows"":1288,""rejection_counts"":{""blank-row"":138,""lemma-unicode-whitespace"":1150},""source_rows"":4581}]",0,0,5,111,2855,0c5a4e2eab4431ef381e54d74b5b8d5d102fe47902882034a8d03f809090b4a5
bra-default,https://github.com/unimorph/bra,090298dda0035e28c2fa9427421c5926df0f0112,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""bra"",""schema"":""lemma-form-features"",""sha256"":""d111e1cc3be7da430e1acc555e68a77f1696eabbde2a353c07958b52cf883a1b""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:3d6c9a52640fb019bcd93af3742bc204d2d6d978835ae74bdb0717e4b83a2181,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: bra,Manually created,"UniMorph; Shyam Ratan, Ritesh Kumar",Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,1821,1821,0,,"[{""accepted_rows"":1821,""added_changed_pairs"":789,""added_distinct_surfaces"":2028,""added_groups"":1246,""added_output_forms"":2035,""added_source_pairs"":1788,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":6,""key"":""primary"",""path"":""bra"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":1821}]",0,0,6,1246,2035,2c9f7a8f9bbca119cc735633b5dacd9d551267c69c36d0ddfaa3ae78bfef6475
bre-default,https://github.com/unimorph/bre,2f20b8cc95217ffce35e0f8f6fa31c29955c271a,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""bre"",""schema"":""lemma-form-features"",""sha256"":""0c972479ee89e93fa49e14ac2ccf408d25bac26ea6f414e33ccce3bc2d1d8435""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:8a323c50f82df2b07df604c1b5fea53b84007fab9a41fc437e8f5d3de4179afb,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: bre,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,2343,2220,123,blank-row=49;form-unicode-whitespace=74,"[{""accepted_rows"":2220,""added_changed_pairs"":1896,""added_distinct_surfaces"":1940,""added_groups"":44,""added_output_forms"":1940,""added_source_pairs"":1907,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""bre"",""rejected_rows"":123,""rejection_counts"":{""blank-row"":49,""form-unicode-whitespace"":74},""source_rows"":2343}]",0,0,0,44,1940,f27b933c1a5c37c83a0824ab1b033f2816269d1da107e18232786fe3914e0e02
ca-es-default,https://github.com/unimorph/cat,5fe904e0fb37867b4d9e6099fd0798aeeba37d14,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""cat"",""schema"":""lemma-form-features"",""sha256"":""22d8ec53f9f6bb40ad97619c01961ca60c0c046804173a9f395c6bf54194ca15""},{""exceptions"":""none"",""key"":""auxiliary-01"",""local_name"":""data-01"",""path"":""cat.segmentations"",""schema"":""lemma-form-features-segmentation"",""sha256"":""1d672c2e11e5d6d17667a7ddc02749ee1da2d91d43187abe02479a61108e9637""}]","[{""detail"":""Derivational data is outside the inflectional stem-form model contract."",""path"":""cat.derivations"",""reason"":""derivation""}]",README.md:evidence-00-README.md,evidence-00-README.md:eb4bea8ebd955beaecf201b39bbfba186060111bff31222c1d75f5b36186568c,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,"Selected repository data files at pinned revision: cat, cat.segmentations",Wikipedia,UniMorph,cat.segmentations projects the first two columns of the declared lemma/form/features/segmentation schema.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,240499,240371,128,blank-row=1;form-unicode-whitespace=127,"[{""accepted_rows"":81449,""added_changed_pairs"":63060,""added_distinct_surfaces"":62797,""added_groups"":1547,""added_output_forms"":64607,""added_source_pairs"":64559,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":1807,""key"":""primary"",""path"":""cat"",""rejected_rows"":128,""rejection_counts"":{""blank-row"":1,""form-unicode-whitespace"":127},""source_rows"":81577},{""accepted_rows"":158922,""added_changed_pairs"":57626,""added_distinct_surfaces"":67569,""added_groups"":13629,""added_output_forms"":71255,""added_source_pairs"":70430,""cross_source_conflict_assignments"":964,""cross_source_conflicting_surfaces"":935,""intrinsic_ambiguous_surfaces"":2930,""key"":""auxiliary-01"",""path"":""cat.segmentations"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":158922}]",964,935,4646,15176,135862,f6f76fd51fcfa7619968fecbab2a77cc53389d251e203cf3fc2452a0dee6f63e
ceb-default,https://github.com/unimorph/ceb,edbada3630dc12c4025f0b80d5a745a256ef25f6,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""ceb"",""schema"":""lemma-form-features"",""sha256"":""d84f9923795f5914cce2a299191686c4b66e8c6c0c8c0bd5c368edfb9c0cbcde""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:013649c544d14dc5038454db08ce161c7804b4c3b57cc9a8ead767b33077ac0c,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: ceb,TBA,UniMorph; Ran Zmigrod,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,618,600,18,lemma-unicode-whitespace=18,"[{""accepted_rows"":600,""added_changed_pairs"":335,""added_distinct_surfaces"":430,""added_groups"":95,""added_output_forms"":430,""added_source_pairs"":430,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""ceb"",""rejected_rows"":18,""rejection_counts"":{""lemma-unicode-whitespace"":18},""source_rows"":618}]",0,0,0,95,430,f33a8b4a366ace91154808dd5d51ea089114cca5ba343cdd3d9b1e6c51f57b64
chu-default,https://github.com/unimorph/chu,35f1e2af69f3f618fe6a95245198c380852d3337,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""chu"",""schema"":""lemma-form-features"",""sha256"":""3d7226d29c443d0c46bfb4bfb81ac4e8992608c4cb4b6127983a1e27c2385c51""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:357ec6347d7b85baed00ad6720c2f1bc6f99267640492c9923c3d9fcfa8611b3,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: chu,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,4302,4148,154,blank-row=154,"[{""accepted_rows"":4148,""added_changed_pairs"":1878,""added_distinct_surfaces"":1652,""added_groups"":152,""added_output_forms"":2030,""added_source_pairs"":2024,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":360,""key"":""primary"",""path"":""chu"",""rejected_rows"":154,""rejection_counts"":{""blank-row"":154},""source_rows"":4302}]",0,0,360,152,2030,1c5d552abc5ed624bcb7af7533e286e7fd1fa9d44f34e38c32360226cb1f0b90
ckt-default,https://github.com/unimorph/ckt,facbd482ef2558916b7283b398c9810a8649e7f2,"[{""exceptions"":""reject-line-67-malformed-two-column"",""key"":""primary"",""local_name"":""data"",""path"":""ckt"",""schema"":""lemma-form-features"",""sha256"":""488ad4bfeff6aef4b8d5de536251c7a3887e05f66be68d0901688d6db88e65da""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:9ffdb66545ca1d413e8c808a1021f76720f132443df9b63adbde036a148c9eed,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: ckt,Not stated in pinned repository evidence,"UniMorph; Karina Sheifer, Maria Ryskina",Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,243,242,1,declared-ckt-malformed-row=1,"[{""accepted_rows"":242,""added_changed_pairs"":113,""added_distinct_surfaces"":302,""added_groups"":191,""added_output_forms"":304,""added_source_pairs"":238,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":1,""key"":""primary"",""path"":""ckt"",""rejected_rows"":1,""rejection_counts"":{""declared-ckt-malformed-row"":1},""source_rows"":243}]",0,0,1,191,304,1ac8387d6dad002370756edfb57286e2add869d0591b9551e7dfbcf24cda4367
cly-default,https://github.com/unimorph/cly,b8a09dda02f38b4858f8c77ecb3d9b198cf9d5f9,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""cly"",""schema"":""lemma-form-features"",""sha256"":""788a59683a1ac0c735eb6ab00021c916a6bade4b54cd7991d22e3594e8fe552c""}]","[{""detail"":""Duplicate .args projection was audited and excluded; only bel.args, grc.args, and hye.args add an approved compatible projection."",""path"":""cly.args"",""reason"":""duplicate-args""}]",README.md:evidence-00-README.md,evidence-00-README.md:53d1c4b30e35e428c7a312e8b37f9c9f75f80f69c5041c2ebfcda2db36915f98,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: cly,Not stated in pinned repository evidence,UniMorph; Hilaria Cruz and Antonis Anastasopoulos,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,4716,2840,1876,form-unicode-whitespace=1876,"[{""accepted_rows"":2840,""added_changed_pairs"":2066,""added_distinct_surfaces"":2035,""added_groups"":185,""added_output_forms"":2251,""added_source_pairs"":2247,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":191,""key"":""primary"",""path"":""cly"",""rejected_rows"":1876,""rejection_counts"":{""form-unicode-whitespace"":1876},""source_rows"":4716}]",0,0,191,185,2251,7d9e70a7f756343f88bad3ac07d9108da9e0e38659cf3a0ba0d838a55180a6b6
cni-default,https://github.com/unimorph/cni,0d8a9abca12da88a5ca00b3e04113fcf4d2382d1,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""cni"",""schema"":""lemma-form-features"",""sha256"":""c746746193d21f993f07ec947f9fcc4eadb94f99bf5a9bad12debc4170744dc0""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:d38b11c0cfe95f5f26e58502a6c00d68a666a6d461731bba5a23649299209663,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: cni,"Zumaeta Rojas, Esaú and Zerdin, Gerardo Anton. 2018. Guía teórica del idioma Asháninka","UniMorph; Jaime Rafael Montoya Samame, Esaú Zumaeta Rojas, Delio Siticonatzi C., Roberto Zariquiey, Arturo Oncevay",Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,20070,20070,0,,"[{""accepted_rows"":20070,""added_changed_pairs"":9722,""added_distinct_surfaces"":10095,""added_groups"":407,""added_output_forms"":10129,""added_source_pairs"":10129,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":34,""key"":""primary"",""path"":""cni"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":20070}]",0,0,34,407,10129,13edaa2b6fad0c81eac550d3214fd1ecdf258184a2568a91d5d8c3cd04d44766
cor-default,https://github.com/unimorph/cor,70830c56c7d5183a041bc176067aed2cba40380a,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""cor"",""schema"":""lemma-form-features"",""sha256"":""5fceb463470007a5e80e5b794eef6f1ea3ab9a3ceea0e532fade51874b0a90a6""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:fd0851ef6d0300eac30b853f03ee3cc0cdb40e15c2d976dec9b0579b689bed61,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: cor,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,480,207,273,blank-row=11;form-unicode-whitespace=262,"[{""accepted_rows"":207,""added_changed_pairs"":166,""added_distinct_surfaces"":162,""added_groups"":8,""added_output_forms"":174,""added_source_pairs"":169,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":12,""key"":""primary"",""path"":""cor"",""rejected_rows"":273,""rejection_counts"":{""blank-row"":11,""form-unicode-whitespace"":262},""source_rows"":480}]",0,0,12,8,174,71602207574edad2377b94ef48821f29338c13ccf1ee16419f69f10476e48a5a
